date,High,Low
2021-04-21,43196.316145029305,42801.454850220645
2021-04-22,43237.660501258026,42883.41263844905
2021-04-23,43282.39265677496,42739.70453485942
2021-04-26,42758.05877190551,42544.234780267085
2021-04-27,42773.95842911569,42670.74287927429
2021-04-28,42414.361727779826,42189.61762645626
2021-04-29,42583.93450897809,41860.31648286307
2021-04-30,42203.686439646255,42015.51049199507
2021-05-03,42620.7516838941,42513.78381854133
2021-05-04,42470.65764303053,42145.33142779601
2021-05-05,42397.72041584856,42281.27522332508
2021-05-06,43054.144581799475,42392.50223260709
2021-05-07,43555.80313299373,43276.9162715749
2021-05-10,43523.96296533461,43283.42205564373
2021-05-11,43341.18417845987,43187.91846881305
2021-05-12,43087.652249660474,43005.027448593064
2021-05-13,43125.42589267078,42825.61417119158
2021-05-14,43428.41441299469,42994.81309177424
2021-05-17,43962.36757921134,43484.489020465444
2021-05-18,43925.463243686405,43862.05955164687
2021-05-19,44339.43467979058,43838.38310598917
2021-05-20,44302.39378205025,43827.642486986806
2021-05-21,43948.87544277103,43841.15243998632
2021-05-24,44211.1333896824,44152.48548832081
2021-05-25,44412.67734280887,44047.66143681579
2021-05-26,44487.55423138517,44487.55423138517
2021-05-27,44430.55709874925,44064.17073828043
2021-05-28,44381.32951878014,43833.958242235705
2021-05-31,44483.93999801538,43935.303188653095
2021-06-01,44910.919028562144,44362.484028971565
2021-06-02,44850.21928994533,44549.46227916473
2021-06-03,44744.357245987936,43717.63627887536
2021-06-04,44488.96064751555,43514.92115035285
2021-06-07,44469.17029751883,44082.92966543562
2021-06-08,44596.87729022878,44294.54884498529
2021-06-09,44523.81691345591,44324.39000008602
2021-06-10,44621.159299459934,43956.46777693829
2021-06-11,44692.90467893171,44056.21117619714
2021-06-14,43974.187217213366,43500.663108653374
2021-06-15,44010.83364260874,43709.132988202604
2021-06-16,43852.454212477,42652.46979264574
2021-06-17,43423.775162602906,42144.852415804984
2021-06-18,42567.59168691812,41985.74277923892
2021-06-21,42532.91185287566,42094.52878885277
2021-06-22,42722.786926086046,42459.78919271199
2021-06-23,42824.40637646788,42523.499344615055
2021-06-24,42597.400231719905,42339.868885903525
2021-06-25,42652.79791663318,42347.45233722096
2021-06-28,42449.55429088677,42449.55429088677
2021-06-29,42412.03199244935,41815.385312815226
2021-06-30,42318.66821079879,42041.44849632421
2021-07-01,42697.43044976883,42400.1903967597
2021-07-02,42968.00258007979,42737.289581526944
2021-07-05,42715.080558203736,42485.7256027193
2021-07-06,43377.94577463524,42824.274232759424
2021-07-07,43384.332599786394,43115.63778883689
2021-07-08,43682.178356133554,43165.72697606379
2021-07-09,43434.601147091635,43163.45158721274
2021-07-12,43290.843876091116,43146.980645265
2021-07-13,43399.33267960198,43126.289935616616
2021-07-14,43861.65865577829,43480.356609048846
2021-07-15,43931.77121545807,43701.687237762824
2021-07-16,43902.256498574694,43497.12971209028
2021-07-19,43654.471119981565,43411.33166559048
2021-07-20,43757.17562332213,43442.911406011226
2021-07-21,43349.35106981529,43181.42331248894
2021-07-22,43215.02001382481,42942.08246079888
2021-07-23,43095.528097047085,43062.03481923256
2021-07-26,43126.8849968653,43000.07523470812
